Transporter	Inhibitor	IC50 (uM)	KI (uM)	Substrate used	Cell system	References	OtherLink	
SLC22A1	Prazosin	1.84		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	12110607		
SLC22A1	Progesterone	3.05		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	12110607		
SLC22A1	SKF550	>0.3		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	12110607		
SLC22A1	17beta-estradiol	5.73		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	12110607		
SLC22A1	Amantadine	18.4		Tetraethylammonium	HeLa-OCT1	12606755		
SLC22A1	Chlorpromazine	4.3		Tetraethylammonium	HeLa-OCT1	12606755		
SLC22A1	Clonidine	0.71		Tetraethylammonium	HeLa-OCT1	12606755		
SLC22A1	Pindolol	9.7		Tetraethylammonium	HeLa-OCT1	12606755		
SLC22A1	Procainamide	14.5		Tetraethylammonium	HeLa-OCT1	12606755		
SLC22A1	Quinidine	5.4		Tetraethylammonium	HeLa-OCT1	12606755		
SLC22A1	Ranitidine	21.7		Tetraethylammonium	HeLa-OCT1	12606755		
SLC22A1	Acetylcholine	580		1-methyl-4-phenylpyridinium (MPP+)	OCT1-expressing oocytes	15817714		
SLC22A1	Diltiazem	15.8		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18686197		
SLC22A1	Flecainide	41.5		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18686197		
SLC22A1	Metoprolol	268		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18686197		
SLC22A1	Oxprenolol	87.3		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18686197		
SLC22A1	Pindolol	39.1		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18686197		
SLC22A1	Propranolol	113		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18686197		
SLC22A1	Quinidine	16.8		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18686197		
SLC22A1	YM758	40.5		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18686197		
SLC22A1	Amascrine	5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Amiloride	57		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Amitriptyline	16.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Atropine	12.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Bucindolol	27		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Chlorpromazine	27		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Citalopram	18.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Clemastine	4.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Clomipramine	19.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Clonidine	22.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Desipramine	56.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Diltiazem	12.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Imipramine	17.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Memantine	27		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Methoclopramide	95		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Morphine	28		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Orphenadrine	12.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Prazosin	9.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Prochlorperazine	49.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Promazine	17.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Quinine	51.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Repaglinide	9.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Terazosine	23.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Trimethoprim	56.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Trimipramine	28		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	18788725		
SLC22A1	Abacavir	0.00007		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT1	19141712		
SLC22A1	Azidothymidine	0.0002		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT1	19141712		
SLC22A1	Emtricitabine	0.00002		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT1	19141712		
SLC22A1	Tenofovir	0.0009		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT1	19141712		
SLC22A1	Cimetidine	2830		Ethidium	CHO-OCT1	19357179		
SLC22A1	1-methyl-4-phenylpyridinium (MPP+)	390		Ethidium	CHO-OCT1	19357179		
SLC22A1	Quinine	70		Ethidium	CHO-OCT1	19357179		
SLC22A1	Tetraethylammonium	7410		Ethidium	CHO-OCT1	19357179		
SLC22A1	Metformin	3420		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT1	19591196		
SLC22A1	Bucindolol	15.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20567254		
SLC22A1	Chlorpromazine	52.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20567254		
SLC22A1	Desipramine	43.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20567254		
SLC22A1	Doxazosin	14.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20567254		
SLC22A1	Ketoconazole	7.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20567254		
SLC22A1	Prazosin	50.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20567254		
SLC22A1	Propafenone	14.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20567254		
SLC22A1	Quinidine	340		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20567254		
SLC22A1	Spironolactone	3.08		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20567254		
SLC22A1	Ondansetron	63		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20921968		
SLC22A1	Tropisetron	8.5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	20921968		
SLC22A1	Oxibutynin	20		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	21212936		
SLC22A1	Trospium	18.1		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	21212936		
SLC22A1	Dasatinib	1.07		Metformin	HEK293-OCT1	21252289		
SLC22A1	Erlotinib	0.356		Metformin	HEK293-OCT1	21252289		
SLC22A1	Gefitinib	1.07		Metformin	HEK293-OCT1	21252289		
SLC22A1	Imatinib	1.47		Metformin	HEK293-OCT1	21252289		
SLC22A1	Lapatinib	>30		Metformin	HEK293-OCT1	21252289		
SLC22A1	N-desmethyl imatinib 	1.76		Metformin	HEK293-OCT1	21252289		
SLC22A1	Nilotinib	2.92		Metformin	HEK293-OCT1	21252289		
SLC22A1	O-desmethyl erlotinib 	3.62		Metformin	HEK293-OCT1	21252289		
SLC22A1	O-desmethyl gefitinib 	2.19		Metformin	HEK293-OCT1	21252289		
SLC22A1	Sorafenib	>30		Metformin	HEK293-OCT1	21252289		
SLC22A1	Sunitinib	0.33		Metformin	HEK293-OCT1	21252289		
SLC22A1	Cimetidine	>100		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	21599003		
SLC22A1	Dipyridamole	81		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	21599003		
SLC22A1	Disopyramide	>100		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	21599003		
SLC22A1	Orphenadrine	>100		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	21599003		
SLC22A1	Tacrine	83		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	21599003		
SLC22A1	Lansoprazole	35.8		Metformin	HEK293-OCT1	21779389		
SLC22A1	Omeprazole	15.7		Metformin	HEK293-OCT1	21779389		
SLC22A1	Pantoprazole	30.8		Metformin	HEK293-OCT1	21779389		
SLC22A1	Rabeprazole	3		Metformin	HEK293-OCT1	21779389		
SLC22A1	Tenatoprazole	23.3		Metformin	HEK293-OCT1	21779389		
SLC22A1	Famotidine	>300		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	Imatinib	107		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	Indinavir	208		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	Irinotecan	20.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	Mitoxantrone	43.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	Nifekalant	>300		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	Ondansetron	>300		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	Pantoprazole	>500		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	Pentamidine	22.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	Ritonavir	33.9		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23241029		
SLC22A1	d-Tetrahydropalmatine	13.9		Monocrotaline	MDCK-OCT1	23831208		
SLC22A1	Quinidine	3.58		Monocrotaline	MDCK-OCT1	23831208		
SLC22A1	Amitriptyline	4.4		Morphine	HEK293-OCT1	23835420		
SLC22A1	Clomipramine	5		Morphine	HEK293-OCT1	23835420		
SLC22A1	Codeine	11		Morphine	HEK293-OCT1	23835420		
SLC22A1	Fluoxetine	6		Morphine	HEK293-OCT1	23835420		
SLC22A1	Imipramine	6.2		Morphine	HEK293-OCT1	23835420		
SLC22A1	Irinotecan	1.5		Morphine	HEK293-OCT1	23835420		
SLC22A1	Morphine	4.2		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	23835420		
SLC22A1	Ondansetron	1.2		Morphine	HEK293-OCT1	23835420		
SLC22A1	Tropisetron	3.3		Morphine	HEK293-OCT1	23835420		
SLC22A1	Verapamil	1.6		Morphine	HEK293-OCT1	23835420		
SLC22A1	Chloroquine	12.8		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27504015		
SLC22A1	Alfuzosin	14.87		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Bithionol	2.23		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Camylofine	9.12		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Carbetapentane	1.55		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Carvedilol	3.43		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Clonidine	18.98		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Cloperastine	14.89		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Closantel	3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Clotrimazole	11.97		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Desipramine	9.18		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Dextromethorphan	10.45		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Dichlorophene	8.41		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Dobutamine	4.17		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Doxepin	11.19		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Erlotinib	16.24		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Ethopropazine	20.46		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Griseofulvin	7.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Guanabenz	4.85		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Imipramine	7.95		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Ketoconazole	2.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Nitroprusside	43.84		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Propafenone	15.54		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Pyrimethamine	13.57		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Sunitinib	6.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Tacrine	21.72		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Thiamine	4354		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Trimethoprim	50.68		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28230985		
SLC22A1	Ranitidine	45.5		Morphine	HEK293-OCT1	29236753		
SLC22A1	Ranitidine	20.93		Metformin	HEK293-OCT1	29236753		
SLC22A1	Ranitidine	336.59		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	29236753		
SLC22A1	Ranitidine	81.91		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	29236753		
SLC22A1	Sulpiride	182		Tetraethylammonium	HEK293-OCT1	28499878		
SLCO2B1	BSP	6		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Rifamycin SV	2.7		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Lopinavir	0.72		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Tipranavir	0.88		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Nelfinavir	0.9		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Ritonavir	2.2		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Atazanavir	3.6		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Saquinavir	4.6		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Darunavir	26		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Efavirenz	9.6		Estrone 3-sulfate	MDCK II-OATP2B1	20507927		
SLCO2B1	Naringin	4.63		Estrone 3-sulfate	OATP2B1-expressing oocytes	23794501		
SLCO2B1	Naringenin	49.2		Estrone 3-sulfate	OATP2B1-expressing oocytes	23794501		
SLCO2B1	Hesperidine	1.92		Estrone 3-sulfate	OATP2B1-expressing oocytes	23794501		
SLCO2B1	Hesperetin	67.6		Estrone 3-sulfate	OATP2B1-expressing oocytes	23794501		
SLCO2B1	Phloridzin	23.2		Estrone 3-sulfate	OATP2B1-expressing oocytes	23794501		
SLCO2B1	Phloretin	1.31		Estrone 3-sulfate	OATP2B1-expressing oocytes	23794501		
SLCO2B1	Quercetin	9.47		Estrone 3-sulfate	OATP2B1-expressing oocytes	23794501		
SLCO2B1	Kaempferol	21.3		Estrone 3-sulfate	OATP2B1-expressing oocytes	23794501		
SLCO2B1	Raltitrexed		70	Pemetrexed	OATP2B1-expressing HeLa R1-11	22021325		
SLCO2B1	Meloxicam	1.59		Estrone 3-sulfate	CHO-OATP2B1	28562037		
SLCO2B1	Bicalutamide	12.9		Estrone 3-sulfate	CHO-OATP2B1	28562037		
SLCO2B1	Ticagrelor	2.12		Estrone 3-sulfate	CHO-OATP2B1	28562037		
SLCO2B1	Ronacaleret	12		Rosuvastatin	HEK293-OATP2B1	27737931		
SLCO2B1	tropesin	0.03		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	erlotinib	0.07		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	atorvastatin	0.09		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	acemetacin	0.1		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	benzbromarone	0.1		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	fluvastatin	0.1		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	tipranavir	0.2		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	montelukast	0.38		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	ethinyl estradiol	1.3		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	irbesartan	1.3		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	zafirlukast	1.4		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	diethylstilbestrol	1.6		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	glimepiride	1.6		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	ezetimibe	1.8		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	lornoxicam	1.8		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	glyburide	1.9		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	dipyridamole	2		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	silymarin	2.5		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	estradiol	2.7		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	sulfasalazine	2.7		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	olsalazine	2.8		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	novobiocin	3.4		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	felodipine	3.5		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	reserpine	3.5		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	olmesartan	4.71		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	ticagrelor	4.8		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	ketoconazole	5.7		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	prasurgel	5.9		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	latanoprost	6.76		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	raloxifene	7.4		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	calcitriol	7.5		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	losartan potassium	8		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	simvastatin	9.4		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	lovastatin	9.92		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	levothyroxine	10.4		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	drospirenone	11.1		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	diflunisal	12		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	Loratadine	13.3		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	celecoxib	13.7		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	norethindrone	14.2		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	doxazosin mesylate	15		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	indomethacin	16.3		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	bicalutamide	16.3		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	quetiapine fumarate	19.1		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	diacerein	19.98		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	itraconazole	24.8		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	oxybutynin	27.79		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	desogestrel	30.3		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	flutamide	32.4		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	piroxicam	35.42		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO2B1	vilazodone hydrochloride	47.1		Dibromofluorescein	HEK293-OATP2B1	31834804		
SLCO1B3	boceprevir	4.9		Bromsulphthalein (BSP)	MDCKII-OATP1B3	23293300		
SLCO1B3	atazanavir 	0.4	0.37	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	Cyclosporine	1.3	1.2	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	erlotinib 	44	41	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	indometacin 	41	8	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	pravastatin 	62	57	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	rifampicin 	1.5	1.4	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	ritonavir 	4.4	4	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	sulfasalazine	12	11	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	vincristine 	11	9.8	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	doxorubicin 	41	38	Estradiol-17beta-glucuronide	HEK293-OATP1B3	22541068		
SLCO1B3	Clarithromycin	32		Bromsulphthalein (BSP)	HEK293-OATP1B3	17296622		
SLCO1B3	Erythromycin 	34		Bromsulphthalein (BSP)	HEK293-OATP1B3	17296622		
SLCO1B3	Roxithromycin 	37		Bromsulphthalein (BSP)	HEK293-OATP1B3	17296622		
SLCO1B3	Telithromycin	11		Bromsulphthalein (BSP)	HEK293-OATP1B3	17296622		
SLCO1B3	Saquinavir 	0.47		Estradiol-17beta-glucuronide	HEK-OATP1B3	23886114		
SLCO1B3	Amprenavir 	38		Estradiol-17beta-glucuronide	HEK-OATP1B3	23886114		
SLCO1B3	Indinavir 	16		Estradiol-17beta-glucuronide	HEK-OATP1B3	23886114		
SLCO1B3	Fexofenadine	83.3		CCK-8	HEK293-OATP1B3	16014768		
SLCO1B3	glibenclamide	9.8	8.1	Bromsulphthalein (BSP)	HEK293-OATP1B3	23121773		
SLCO1B3	glimepiride	40.9		Bromsulphthalein (BSP)	HEK293-OATP1B3	23121773		
SLCO1B3	Dabrafenib	4.7		Estradiol-17beta-glucuronide	HEK-MSRII-OATP1B3	28320730		
SLCO1B3	Carfilzomib	0.9		FMTX 	CHO-OATP1B3	2646988		
SLCO1B3	Dronedarone hydrochlorid	1.12		FMTX 	CHO-OATP1B3	2646988		
SLCO1B3	Fosinopril sodium	5.19		FMTX 	CHO-OATP1B3	2646988		
SLCO1B3	Gliquidone	1.17		FMTX 	CHO-OATP1B3	2646988		
SLCO1B3	Lapayonib	33.78		FMTX 	CHO-OATP1B3	2646988		
SLCO1B3	Rapamycin	0.4		FMTX 	CHO-OATP1B3	2646988		
SLCO1B3	Trametinib	30.82		FMTX 	CHO-OATP1B3	2646988		
SLCO1B3	Zafirlukast	4.96		FMTX 	CHO-OATP1B3	2646988		
SLCO1B3	Dasatinib	5.76		Estradiol-17beta-glucuronide	HEK293-OATP1B3	28373111		
SLCO1B3	rilpivirine	6.1		8-fluorescein-cAMP	HEK293-OATP1B3	23428312		
SLCO1B3	sacubitril	3.81		Estradiol-17beta-glucuronide	HEK293-OATP1B3	27321165		
SLCO1B3	Simeprevir	0.22		CCK-8	HEK293-OATP1B3	24867984		
SLCO1B3	asunaprevir	0.65		CCK-8	HEK293-OATP1B3	24867984		
SLCO1B3	daclatasvir	3.27		CCK-8	HEK293-OATP1B3	24867984		
SLCO1B3	sofosbuvir	61.9		CCK-8	HEK293-OATP1B3	24867984		
SLCO1B3	telaprevir	9.69		CCK-8	HEK293-OATP1B3	24867984		
SLCO1B3	Darolutamide	39.3		Atorvastatin	HEK293-OATP1B3	31571146		
SLCO1B3	Dovtinib	105.2		8-fluorescein-cAMP	HEK293-OATP1B3	25521244		
SLCO1B3	Everolimus	3.7		mycophenolic acid 7-O-glucuronide	HEK293-OATP1B3	31047942		
SLCO1B3	Sirolimus	1.3		mycophenolic acid 7-O-glucuronide	HEK293-OATP1B3	31047942		
SLCO1B3	Mevinolin	92.6		Estradiol-17beta-glucuronide	CHO-OATP1B3	18321482		
SLCO1B3	Carbamazepine	510		Estradiol-17beta-glucuronide	CHO-OATP1B3	18321482		
SLCO1B3	Tolbutamide	10		CCK-8	MDCKII-OATP1B3	24150606		
SLCO1B3	Nateglinide	45.6		CCK-8	MDCKII-OATP1B3	24150606		
SLCO1B1	Simeprevir	0.72		Estradiol-17beta-glucuronide	CHO-OATP1B1		http://www.hivandhepatitis.com/2010_conference/aasld/posters/Huisman.pdf	
SLCO1B1	Cyclosporine		0.238	Cerivastatin	MDCK II-OAT1B1	12538813		
SLCO1B1	Atorvastatin (lactone)	2.6		Estradiol-17beta-glucuronide	HEK-OATP1B1	15616150		
SLCO1B1	Atorvastatin (acid)	0.87		Estradiol-17beta-glucuronide	HEK-OATP1B1	15616150		
